PID,county,state,area,poptotal,category,dot_size
1356,County_356,NY,0.03112157688422959,13536,Hydro_Region,69.54729461305378
1357,County_357,AZ,0.07323543486867755,30541,Wind_Farm,157.09912609212066
1358,County_358,CA,0.012850256952541248,81083,Solar_Mixed,406.1860154171525
1359,County_359,OH,0.05844062321406191,53027,Solar_Mixed,268.6414373928437
1360,County_360,IL,0.07480898828795869,36531,Coal_Heavy,187.14353929727753
1361,County_361,NY,0.0845250791247487,10712,Solar_Mixed,58.631504747484925
1362,County_362,NY,0.039076948640852135,67455,Wind_Farm,339.61961691845113
1363,County_363,IL,0.07980687089712109,76744,Solar_Mixed,388.5084122538273
1364,County_364,AZ,0.019403697641192617,7109,Hydro_Region,36.70922185847156
1365,County_365,NY,0.08194844479743404,51268,Coal_Heavy,261.256906687846
1366,County_366,CA,0.020836536298218508,56615,Wind_Farm,284.3251921778931
1367,County_367,OH,0.04376941969763122,84503,Coal_Heavy,425.14116518185784
1368,County_368,IL,0.07777010609126206,31759,Wind_Farm,163.4612063654757
1369,County_369,OH,0.02274298132464577,87708,Hydro_Region,439.9045788794788
1370,County_370,NY,0.029486368594774527,62112,Coal_Heavy,312.3291821156865
1371,County_371,NY,0.07139146831341063,28589,Nuclear_Mixed,147.22848809880463
1372,County_372,IL,0.07120310560641632,32015,Wind_Farm,164.34718633638496
1373,County_373,CA,0.06449754879525027,31009,Nuclear_Mixed,158.914852927715
1374,County_374,WI,0.06898561777970351,85309,Coal_Heavy,430.6841370667822
1375,County_375,IL,0.05613157768454568,64046,Nuclear_Mixed,323.59789466107276
1376,County_376,WI,0.03140292000709099,28143,Nuclear_Mixed,142.59917520042546
1377,County_377,AZ,0.039384159447833154,8154,Coal_Heavy,43.13304956686999
1378,County_378,WI,0.025435805928121183,23804,Hydro_Region,120.54614835568727
1379,County_379,CA,0.08721829771335841,43688,Nuclear_Mixed,223.6730978628015
1380,County_380,AZ,0.059588302555120244,66288,Nuclear_Mixed,335.0152981533072
1381,County_381,WI,0.04407237042490939,53195,Hydro_Region,268.61934222549456
1382,County_382,AZ,0.049270493309751286,22581,Nuclear_Mixed,115.86122959858508
1383,County_383,WI,0.0905190838670043,54648,Nuclear_Mixed,278.67114503202026
1384,County_384,CA,0.023034869264866815,32087,Nuclear_Mixed,161.817092155892
1385,County_385,WI,0.05982953572142777,51930,Solar_Mixed,263.2397721432856
1386,County_386,WI,0.053000537705179616,34981,Hydro_Region,178.0850322623108
1387,County_387,WI,0.06197361001194507,71298,Nuclear_Mixed,360.2084166007167
1388,County_388,IL,0.011539365624771444,48167,Hydro_Region,241.5273619374863
1389,County_389,IL,0.08413053226025288,77304,Wind_Farm,391.5678319356152
1390,County_390,IL,0.08923005401110705,45408,Wind_Farm,232.39380324066641
1391,County_391,CA,0.058036320605082764,41499,Nuclear_Mixed,210.97717923630498
1392,County_392,AZ,0.06921532002953584,54269,Hydro_Region,275.49791920177216
1393,County_393,NY,0.08841244740007013,40559,Hydro_Region,208.0997468440042
1394,County_394,WI,0.07011528391663889,76319,Hydro_Region,385.8019170349984
1395,County_395,WI,0.022965818647712216,50787,Solar_Mixed,255.31294911886275
1396,County_396,CA,0.05898451061417913,37488,Wind_Farm,190.97907063685074
1397,County_397,WI,0.06157077894254276,76441,Hydro_Region,385.8992467365525
1398,County_398,IL,0.04605110706070282,76663,Hydro_Region,386.07806642364216
1399,County_399,NY,0.07259776002810144,24431,Solar_Mixed,126.51086560168609
1400,County_400,OH,0.08942119625536626,63681,Solar_Mixed,323.77027177532193
1401,County_401,WI,0.08867332359707598,65483,Hydro_Region,332.7353994158246
1402,County_402,IL,0.048321346569351234,51153,Coal_Heavy,258.6642807941611
1403,County_403,OH,0.019625233896464197,8368,Hydro_Region,43.017514033787855
1404,County_404,NY,0.09371150191179844,29424,Hydro_Region,152.7426901147079
1405,County_405,OH,0.0813063373479044,47004,Solar_Mixed,239.89838024087427
1406,County_406,IL,0.02059632790227768,85869,Solar_Mixed,430.5807796741367
1407,County_407,AZ,0.08827156002247664,90652,Hydro_Region,458.5562936013486
1408,County_408,AZ,0.08394119077528091,58985,Hydro_Region,299.96147144651684
1409,County_409,OH,0.054101234855716135,52069,Hydro_Region,263.591074091343
1410,County_410,CA,0.06025841203831899,54326,Solar_Mixed,275.24550472229913
1411,County_411,OH,0.04391522982896107,83061,Hydro_Region,417.93991378973766
1412,County_412,WI,0.014654739299872665,25398,Hydro_Region,127.86928435799236
1413,County_413,WI,0.03849176553990158,52861,Nuclear_Mixed,266.6145059323941
1414,County_414,AZ,0.07824254313083097,77897,Coal_Heavy,394.17955258784986
1415,County_415,CA,0.010393721955391243,83905,Wind_Farm,420.1486233173234
1416,County_416,IL,0.038347429593747255,70577,Coal_Heavy,355.18584577562484
1417,County_417,WI,0.04384433895523018,67641,Nuclear_Mixed,340.8356603373138
1418,County_418,AZ,0.05567862624972345,11078,Wind_Farm,58.73071757498341
1419,County_419,NY,0.08818772739508464,27003,Hydro_Region,140.30626364370505
1420,County_420,AZ,0.03943940952110671,64768,Nuclear_Mixed,326.20636457126636
1421,County_421,WI,0.039491022161179355,53047,Hydro_Region,267.60446132967076
1422,County_422,WI,0.07268760608932862,73626,Solar_Mixed,372.49125636535973
1423,County_423,AZ,0.04843852497563361,59660,Nuclear_Mixed,301.206311498538
1424,County_424,IL,0.02909140994989847,51786,Solar_Mixed,260.6754845969939
1425,County_425,OH,0.048457358871278944,3925,Nuclear_Mixed,22.532441532276735
1426,County_426,WI,0.02197284673228299,85976,Nuclear_Mixed,431.198370803937
1427,County_427,AZ,0.024992893853028983,28015,Solar_Mixed,141.57457363118172
1428,County_428,AZ,0.052361260682855786,35320,Wind_Farm,179.74167564097135
1429,County_429,CA,0.04560866320788658,66881,Coal_Heavy,337.14151979247316
1430,County_430,OH,0.0877619015907885,92827,Hydro_Region,469.4007140954473
1431,County_431,NY,0.040803481424913815,28289,Nuclear_Mixed,143.89320888549483
1432,County_432,IL,0.0593500097736337,5389,Hydro_Region,30.506000586418022
1433,County_433,NY,0.06374246447316008,27683,Solar_Mixed,142.2395478683896
1434,County_434,OH,0.01111302881000836,15629,Hydro_Region,78.8117817286005
1435,County_435,OH,0.06640067662142041,63550,Solar_Mixed,321.73404059728523
1436,County_436,OH,0.025133057183928872,26826,Hydro_Region,135.63798343103574
1437,County_437,NY,0.0916909769849037,28630,Coal_Heavy,148.65145861909423
1438,County_438,OH,0.0226363318590146,48163,Coal_Heavy,242.17317991154087
1439,County_439,AZ,0.04524305051679702,68435,Coal_Heavy,344.8895830310078
1440,County_440,NY,0.01725472178668473,13653,Coal_Heavy,69.30028330720108
1441,County_441,OH,0.09473431140690552,29961,Coal_Heavy,155.48905868441435
1442,County_442,AZ,0.052686575878155624,83941,Coal_Heavy,422.8661945526893
1443,County_443,CA,0.06060772647220373,76137,Solar_Mixed,384.3214635883322
1444,County_444,OH,0.015701500578016336,35662,Nuclear_Mixed,179.25209003468098
1445,County_445,NY,0.0737466399839301,58446,Hydro_Region,296.6547983990358
1446,County_446,WI,0.02784197541312479,23288,Coal_Heavy,118.11051852478748
1447,County_447,OH,0.08633461460246067,38877,Solar_Mixed,199.56507687614763
1448,County_448,WI,0.02743686944097061,17313,Solar_Mixed,88.21121216645824
1449,County_449,AZ,0.02620845625641166,82885,Solar_Mixed,415.9975073753847
1450,County_450,CA,0.013106721767088065,74715,Nuclear_Mixed,374.3614033060253
1451,County_451,IL,0.050125690334349944,12326,Hydro_Region,64.637541420061
1452,County_452,CA,0.0580114963273224,3560,Nuclear_Mixed,21.280689779639346
1453,County_453,OH,0.015585234351409951,81148,Wind_Farm,406.6751140610846
1454,County_454,WI,0.0759198474190759,85186,Solar_Mixed,430.4851908451446
1455,County_455,WI,0.04852955095358235,28745,Wind_Farm,146.63677305721492
1456,County_456,NY,0.05457317289284431,33890,Coal_Heavy,172.72439037357066
1457,County_457,WI,0.0474648334897494,22022,Coal_Heavy,112.95789000938497
1458,County_458,NY,0.04406486017440271,54579,Nuclear_Mixed,275.53889161046413
1459,County_459,AZ,0.057569428161198526,72316,Hydro_Region,365.0341656896719
1460,County_460,IL,0.023195420904110566,85847,Wind_Farm,430.62672525424665
1461,County_461,OH,0.025463891092098047,30380,Hydro_Region,153.42783346552588
1462,County_462,NY,0.08325177778614896,4356,Nuclear_Mixed,26.775106667168938
1463,County_463,IL,0.09041981428135878,72326,Coal_Heavy,367.0551888568815
1464,County_464,WI,0.041731291883779005,94447,Hydro_Region,474.73887751302675
1465,County_465,WI,0.03301329721720207,91899,Hydro_Region,461.4757978330321
1466,County_466,IL,0.06473996117531634,22049,Coal_Heavy,114.12939767051898
1467,County_467,WI,0.0447424045433382,77717,Wind_Farm,391.2695442726003
1468,County_468,AZ,0.012157840231129313,18082,Coal_Heavy,91.13947041386776
1469,County_469,AZ,0.02327297077612618,2661,Hydro_Region,14.70137824656757
1470,County_470,IL,0.07085763945202879,39412,Wind_Farm,201.31145836712173
1471,County_471,NY,0.06600853506236287,4920,Wind_Farm,28.56051210374177
1472,County_472,NY,0.012303159362796096,93194,Coal_Heavy,466.70818956176777
1473,County_473,IL,0.028867633764300703,62315,Hydro_Region,313.30705802585805
1474,County_474,NY,0.02964135770998607,81561,Nuclear_Mixed,409.5834814625992
1475,County_475,NY,0.06711088320589192,10946,Hydro_Region,58.75665299235351
1476,County_476,AZ,0.011675395709120953,47500,Solar_Mixed,238.20052374254726
1477,County_477,NY,0.018849229468688777,18309,Nuclear_Mixed,92.67595376812133
1478,County_478,CA,0.0779928672567211,57230,Wind_Farm,290.82957203540326
1479,County_479,OH,0.025176296274618357,32027,Nuclear_Mixed,161.6455777764771
1480,County_480,WI,0.06548341916740935,74541,Wind_Farm,376.6340051500446
1481,County_481,CA,0.030245536388971754,61321,Wind_Farm,308.41973218333834
1482,County_482,NY,0.018452518384544342,2956,Nuclear_Mixed,15.88715110307266
1483,County_483,AZ,0.0306696362349536,76131,Wind_Farm,382.4951781740972
1484,County_484,IL,0.07139268920773104,49908,Wind_Farm,253.82356135246386
1485,County_485,NY,0.08273419978903429,80339,Solar_Mixed,406.659051987342
1486,County_486,AZ,0.08056868848819429,27963,Hydro_Region,144.64912130929164
1487,County_487,OH,0.043760600017568665,41443,Hydro_Region,209.84063600105412
1488,County_488,NY,0.06678723660850493,41063,Solar_Mixed,209.3222341965103
1489,County_489,IL,0.027423665110344782,82818,Nuclear_Mixed,415.7354199066207
1490,County_490,AZ,0.03491755707218613,6703,Coal_Heavy,35.61005342433117
1491,County_491,AZ,0.08618854457429519,67128,Coal_Heavy,340.8113126744577
1492,County_492,AZ,0.011105163498412562,74099,Coal_Heavy,371.16130980990476
1493,County_493,OH,0.017268225122629786,27849,Solar_Mixed,140.28109350735778
1494,County_494,NY,0.02767033168741232,33860,Solar_Mixed,170.96021990124476
1495,County_495,OH,0.012255237329274676,33585,Wind_Farm,168.6603142397565
1496,County_496,WI,0.025422011982632775,24015,Coal_Heavy,121.60032071895797
1497,County_497,WI,0.05955853268242384,79539,Nuclear_Mixed,401.26851196094543
1498,County_498,NY,0.04582108680036233,45585,Nuclear_Mixed,230.67426520802175
1499,County_499,OH,0.08587709544154286,28958,Coal_Heavy,149.94262572649257
1500,County_500,IL,0.07948270274776748,28017,Coal_Heavy,144.85396216486606
1501,County_501,AZ,0.03905447489431946,78707,Coal_Heavy,395.8782684936592
1502,County_502,AZ,0.03205099184165986,47350,Solar_Mixed,238.6730595104996
1503,County_503,NY,0.04227385469421769,14201,Solar_Mixed,73.54143128165306
1504,County_504,WI,0.060175070113758666,31426,Solar_Mixed,160.7405042068255
1505,County_505,WI,0.03278540946994448,19778,Hydro_Region,100.85712456819667
1506,County_506,AZ,0.0630526571671764,47241,Nuclear_Mixed,239.9881594300306
1507,County_507,NY,0.04479999043625544,44229,Nuclear_Mixed,223.83299942617535
1508,County_508,OH,0.05692401037241832,88652,Wind_Farm,446.6754406223451
1509,County_509,WI,0.04707075497650192,50364,Solar_Mixed,254.6442452985901
1510,County_510,OH,0.035029589561063,86878,Hydro_Region,436.49177537366376
1511,County_511,WI,0.09061853109178332,59056,Hydro_Region,300.717111865507
1512,County_512,WI,0.07490649250357967,29490,Nuclear_Mixed,151.94438955021477
1513,County_513,CA,0.021909619940148468,21975,Solar_Mixed,111.1895771964089
1514,County_514,WI,0.08381977795132259,28723,Wind_Farm,148.64418667707938
1515,County_515,IL,0.05143165185120867,25279,Solar_Mixed,129.48089911107252
1516,County_516,NY,0.08603693928599777,80301,Coal_Heavy,406.6672163571599
1517,County_517,NY,0.0779876967555218,13561,Solar_Mixed,72.48426180533131
1518,County_518,OH,0.04614314787988485,68061,Coal_Heavy,343.0735888727931
1519,County_519,WI,0.011909891207209979,90397,Coal_Heavy,452.69959347243264
1520,County_520,IL,0.03283757554772042,51153,Wind_Farm,257.7352545328632
1521,County_521,OH,0.05603890824617369,35142,Nuclear_Mixed,179.07233449477042
1522,County_522,CA,0.06384564868522252,28916,Solar_Mixed,148.41073892111336
1523,County_523,OH,0.0319204532618222,66324,Coal_Heavy,333.53522719570935
1524,County_524,OH,0.021845266296190054,46965,Solar_Mixed,236.13571597777138
1525,County_525,WI,0.08096907012794043,6648,Nuclear_Mixed,38.09814420767643
1526,County_526,CA,0.09367418535980193,37133,Nuclear_Mixed,191.2854511215881
1527,County_527,OH,0.0546836654957283,52677,Hydro_Region,266.6660199297437
1528,County_528,IL,0.0245927392971058,72135,Nuclear_Mixed,362.15056435782634
1529,County_529,IL,0.033146122754146363,37046,Wind_Farm,187.21876736524877
1530,County_530,NY,0.011563207506534673,49064,Coal_Heavy,246.01379245039206
1531,County_531,CA,0.08771539855764242,71350,Hydro_Region,362.01292391345856
1532,County_532,CA,0.020008842045661997,47893,Wind_Farm,240.66553052273972
1533,County_533,NY,0.059003900418711556,63272,Solar_Mixed,319.9002340251227
1534,County_534,OH,0.033294693758412514,94152,Coal_Heavy,472.75768162550474
1535,County_535,CA,0.05710513021384245,69649,Nuclear_Mixed,351.67130781283055
1536,County_536,IL,0.06537073300990846,66674,Coal_Heavy,337.2922439805945
1537,County_537,IL,0.08052805331511213,15760,Solar_Mixed,83.63168319890673
1538,County_538,WI,0.02754580809965127,23927,Hydro_Region,121.28774848597908
1539,County_539,CA,0.01093464543597084,88475,Hydro_Region,443.0310787261582
1540,County_540,OH,0.021635278555848618,63367,Hydro_Region,318.1331167133509
1541,County_541,NY,0.08650158455708894,14588,Nuclear_Mixed,78.13009507342534
1542,County_542,NY,0.0842806565928138,54233,Wind_Farm,276.22183939556885
1543,County_543,OH,0.06078011368447621,46738,Wind_Farm,237.33680682106856
1544,County_544,AZ,0.061043933136860545,35397,Coal_Heavy,180.64763598821165
1545,County_545,WI,0.06652811733643171,84189,Nuclear_Mixed,424.9366870401859
1546,County_546,NY,0.024906558682993216,78367,Hydro_Region,393.3293935209796
1547,County_547,CA,0.08772501540362158,73260,Hydro_Region,371.5635009242173
1548,County_548,WI,0.04559549461582622,78619,Solar_Mixed,395.8307296769496
1549,County_549,CA,0.04256677490120729,21816,Solar_Mixed,111.63400649407244
1550,County_550,IL,0.054108004949041194,44240,Hydro_Region,224.44648029694247
1551,County_551,WI,0.013992107175879679,8276,Hydro_Region,42.21952643055278
1552,County_552,NY,0.024134086344266753,81530,Nuclear_Mixed,409.09804518065596
1553,County_553,WI,0.07273285739624148,25499,Wind_Farm,131.8589714437745
1554,County_554,WI,0.01703788677363575,90576,Solar_Mixed,453.90227320641816
1555,County_555,WI,0.061267929304643004,84495,Wind_Farm,426.1510757582786
1556,County_556,AZ,0.030854674322912286,73635,Nuclear_Mixed,370.02628045937473
1557,County_557,WI,0.04309012719356801,87112,Hydro_Region,438.1454076316141
1558,County_558,CA,0.03453896762550949,37946,Wind_Farm,191.80233805753056
1559,County_559,IL,0.04023218089952068,57204,Hydro_Region,288.4339308539712
1560,County_560,OH,0.07111890194066087,53886,Hydro_Region,273.69713411643966
1561,County_561,WI,0.03525534582796988,73652,Coal_Heavy,370.37532074967817
1562,County_562,NY,0.058144394425236265,17563,Wind_Farm,91.30366366551418
1563,County_563,WI,0.050464284186923475,94324,Wind_Farm,474.6478570512154
1564,County_564,NY,0.0664120490558251,94464,Hydro_Region,476.3047229433495
1565,County_565,CA,0.08963052784260443,11847,Nuclear_Mixed,64.61283167055626
1566,County_566,NY,0.07226862826287128,28155,Coal_Heavy,145.1111176957723
1567,County_567,OH,0.028269932180214327,81671,Hydro_Region,410.05119593081287
1568,County_568,IL,0.012650566480209197,85310,Solar_Mixed,427.3090339888126
1569,County_569,NY,0.03229244376548513,69278,Solar_Mixed,348.3275466259291
1570,County_570,NY,0.06058162410952166,20309,Coal_Heavy,105.1798974465713
1571,County_571,IL,0.014371194146161281,2619,Nuclear_Mixed,13.957271648769677
1572,County_572,OH,0.052191131012105096,85194,Hydro_Region,429.10146786072636
1573,County_573,WI,0.06073164215793559,52108,Wind_Farm,264.18389852947615
1574,County_574,NY,0.03841073071944167,36707,Coal_Heavy,185.8396438431665
1575,County_575,IL,0.07552753731839486,22337,Nuclear_Mixed,116.2166522391037
1576,County_576,CA,0.019060851516370603,83537,Wind_Farm,418.82865109098225
1577,County_577,IL,0.016386711447543743,68504,Solar_Mixed,343.5032026868526
1578,County_578,CA,0.07189604427730628,49614,Solar_Mixed,252.38376265663837
1579,County_579,OH,0.052116761877526875,93428,Wind_Farm,470.2670057126516
1580,County_580,WI,0.06851420369635756,93155,Coal_Heavy,469.8858522217814
1581,County_581,IL,0.04696032378131843,2281,Solar_Mixed,14.222619426879106
1582,County_582,AZ,0.03094417282532408,29420,Hydro_Region,148.95665036951945
1583,County_583,NY,0.07962369700230698,82896,Wind_Farm,419.25742182013846
1584,County_584,OH,0.07795034971236324,41030,Wind_Farm,209.8270209827418
1585,County_585,IL,0.06904920002262628,3058,Solar_Mixed,19.432952001357577
1586,County_586,NY,0.03313233666454683,88213,Coal_Heavy,443.0529401998728
1587,County_587,IL,0.06016960668387241,78260,Hydro_Region,394.91017640103234
1588,County_588,CA,0.04068278123990228,30404,Coal_Heavy,154.46096687439416
1589,County_589,IL,0.017784476232763902,31856,Nuclear_Mixed,160.34706857396583
1590,County_590,AZ,0.08797165391429064,11200,Nuclear_Mixed,61.278299234857435
1591,County_591,IL,0.02162958362811172,66178,Solar_Mixed,332.1877750176867
1592,County_592,IL,0.09077017507476821,35997,Solar_Mixed,185.4312105044861
1593,County_593,AZ,0.047910490701426243,27611,Solar_Mixed,140.92962944208557
1594,County_594,OH,0.02573629895128267,43235,Nuclear_Mixed,217.71917793707698
1595,County_595,IL,0.05606158052716045,37057,Coal_Heavy,188.64869483162963
1596,County_596,AZ,0.08420039604949471,3239,Coal_Heavy,21.247023762969683
1597,County_597,NY,0.0722391153448127,67661,Solar_Mixed,342.63934692068875
1598,County_598,CA,0.07855769756822323,47272,Hydro_Region,241.0734618540934
1599,County_599,CA,0.06599658617041097,91393,Coal_Heavy,460.9247951702246
